Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
Matheus Vargas,379198,€400k,"Nov 24, 2025","Jun 18, 1996",29,1.81,Brazil,[],Central Midfield,,Paysandu,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Daniel Jr,746358,€600k,"Dec 18, 2025","May 9, 2002",23,1.74,Brazil,['Brazil'],Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",Nacional,,,"Aug 28, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cleiton,468247,€3.00m,"Dec 10, 2025","Aug 19, 1997",28,1.9,Brazil,[],Goalkeeper,,RB Bragantino,,,"Feb 21, 2020","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caetano,843499,,,"May 4, 2002",23,1.83,Brazil,['Brazil'],Defensive Midfield,"             0
0  Centre-Back",Azuriz,,,"Jan 6, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Andrade,1114595,,,"Jun 15, 2006",19,1.81,Brazil,['Brazil'],Centre-Forward,"                0
0  Second Striker
1    Right Winger",Bahia U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wagner Leonardo,671572,€4.00m,"Dec 10, 2025","Jul 23, 1999",26,1.86,Brazil,['Brazil'],Centre-Back,,Grêmio,,,"Feb 14, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nonato,546172,€1.20m,"Dec 10, 2025","Mar 3, 1998",27,1.75,Brazil,[],Central Midfield,,Fluminense,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alexander Aravena,662742,€4.00m,"Dec 10, 2025","Sep 6, 2002",23,1.78,Chile,['Chile'],Left Winger,"                0
0  Centre-Forward
1    Right Winger",Grêmio,,,"Jul 14, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Hugo Mallo,119905,€500k,"Oct 21, 2025","Jun 22, 1991",34,1.73,Spain,['Spain'],Right-Back,,Without Club,Aris Saloniki,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Gomes,703322,€5.00m,"Dec 10, 2025","Apr 4, 2001",24,1.75,Brazil,[],Right-Back,,Internacional,,,"Feb 16, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Henrique,164015,€450k,"Nov 24, 2025","Dec 18, 1992",33,1.9,Brazil,['Brazil'],Centre-Back,,Atlético-GO,,,"Jan 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Felipe Vizeu,425462,€350k,"Nov 6, 2025","Mar 12, 1997",28,1.85,Brazil,['Brazil'],Centre-Forward,,Sport. Cristal,,,"Aug 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Estevam,1096516,,,"Jan 2, 2005",21,1.91,Brazil,['Brazil'],Centre-Forward,,Ferroviária U20,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Calebe,798114,€2.00m,"Dec 12, 2025","Apr 30, 2000",25,1.73,Brazil,[],Attacking Midfield,,Alavés,,,"Jul 22, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cauã Paixão,1083960,€600k,"Dec 10, 2025","May 27, 2004",21,1.81,Brazil,['Brazil'],Centre-Forward,"              0
0  Right Winger",CT United FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Patrick,1082625,€1.50m,"Dec 10, 2025","Mar 19, 2004",21,1.87,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Atlético-MG,,,"Jan 1, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Clayton,371968,€800k,"Dec 10, 2025","Apr 4, 2000",25,1.87,Brazil,[],Centre-Back,,Internacional,,,"Aug 30, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jeffinho,884072,€4.50m,"Dec 10, 2025","Dec 30, 1999",26,1.76,Brazil,[],Left Winger,,LN Tieren,,,"Jan 11, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wallace Davi,1279908,,,"May 10, 2007",18,1.85,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Fluminense,,,"Jan 11, 2025","Apr 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Sousa,1005640,€800k,"Nov 24, 2025","Mar 12, 2003",22,1.84,Brazil,[],Centre-Forward,,RB Bragantino,,,"Sep 2, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gonzalo Mastriani,195882,€1.20m,"Dec 10, 2025","Apr 28, 1993",32,1.82,Uruguay,[],Centre-Forward,,Athletico-PR,,,"Jan 29, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tiquinho Soares,103381,€900k,"Dec 10, 2025","Jan 17, 1991",35,1.87,Brazil,"['Brazil', 'Portugal']",Centre-Forward,"                0
0  Second Striker",Santos,,,"Jan 24, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rhyan,1116620,,,"Jan 3, 2006",20,1.88,Brazil,['Brazil'],Goalkeeper,,Botafogo U20,,,"Apr 10, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luan Patrick,658674,€1.00m,"Dec 18, 2025","Jan 20, 2002",24,1.9,Brazil,['Brazil'],Centre-Back,,Estrela Amadora,,,"Jul 10, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Joel Campbell,131248,€375k,"Dec 30, 2025","Jun 26, 1992",33,1.78,Costa Rica,['Costa Rica'],Second Striker,"                0
0    Right Winger
1  Centre-Forward",LD Alajuelense,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yerson Candelo,158333,€250k,"Dec 5, 2025","Feb 24, 1992",33,1.7,Colombia,['Colombia'],Right-Back,"              0
0  Right Winger",Without Club,CD América,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Dodô,1224500,,,"Jul 1, 2006",19,,Brazil,['Brazil'],Centre-Back,,Bahia U20,,,"Feb 14, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tinga,273442,€800k,"Dec 10, 2025","Sep 1, 1993",32,1.79,Brazil,[],Right-Back,,Coritiba FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Andrei,1223831,,,"Apr 30, 2005",20,2.01,Brazil,['Brazil'],Centre-Back,,Vitória U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Dantas,628647,€300k,"Nov 24, 2025","Feb 19, 1993",32,1.77,Brazil,['Brazil'],Centre-Forward,,Novorizontino,,,"Jul 22, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eli Júnior,1026669,,,"Mar 23, 2004",21,1.77,Brazil,['Brazil'],Right Winger,,Aruko,,,"Apr 20, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
José Cifuentes,450211,€4.50m,"Dec 11, 2025","Mar 12, 1999",26,1.78,Ecuador,[],Central Midfield,,Toronto,,,"Aug 21, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Riquelme,1221317,€2.00m,"Dec 10, 2025","Aug 13, 2006",19,1.81,Brazil,['Brazil'],Attacking Midfield,"             0
0  Left Winger",Grêmio,,,"Jul 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luciano Juba,676035,€11.00m,"Dec 10, 2025","Aug 29, 1999",26,1.76,Brazil,['Brazil'],Left-Back,"               0
0    Left Winger
1  Left Midfield",EC Bahia,,,"Sep 1, 2023","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Max Alves,876343,€600k,"Nov 24, 2025","May 12, 2001",24,1.85,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield",Sport Recife,,,"Jan 16, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alerrandro,371996,€3.00m,"Dec 16, 2025","Jan 12, 2000",26,1.81,Brazil,[],Centre-Forward,,CSKA Moscow,,,"Feb 17, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ewerthon,676034,€1.00m,"Dec 10, 2025","Nov 10, 2000",25,1.71,Brazil,[],Right-Back,,Portuguesa,,,"Jan 8, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Carlos Alcaraz,748319,€15.00m,"Dec 9, 2025","Nov 30, 2002",23,1.76,Argentina,['Argentina'],Central Midfield,"                    0
0  Attacking Midfield
1      Right Midfield",Everton,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Victor Hugo,749559,€3.50m,"Dec 10, 2025","May 11, 2004",21,1.84,Brazil,['Brazil'],Attacking Midfield,"                    0
0    Central Midfield
1  Defensive Midfield",Atlético-MG,,,"Jan 18, 2026","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Newton,811219,€3.00m,"Dec 10, 2025","Mar 12, 2000",25,1.88,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Botafogo,,,"Jan 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucão,412372,€1.20m,"Dec 10, 2025","Feb 26, 2001",24,1.9,Brazil,[],Goalkeeper,,Gil Vicente,,,"Jan 16, 2026","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nahuel Ferraresi,466336,€4.50m,"Dec 10, 2025","Nov 19, 1998",27,1.9,Venezuela,"['Venezuela', 'Italy']",Centre-Back,"            0
0  Right-Back",São Paulo,,,"Jan 5, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Pasinato,349418,€150k,"Nov 24, 2025","Jun 28, 1992",33,1.92,Brazil,[],Goalkeeper,,Felgueiras,,,"Jan 19, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alisson,1083070,€9.00m,"Dec 18, 2025","Sep 21, 2005",20,1.83,Brazil,['Brazil'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Shakhtar D.,,,"Mar 10, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Vital,408958,€3.50m,"Dec 17, 2025","Feb 12, 1998",27,1.78,Brazil,"['Brazil', 'Portugal']",Central Midfield,"                    0
0  Attacking Midfield
1         Left Winger",SH Port,,,"Jan 17, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matías Segovia,718307,€900k,"Dec 18, 2025","Jan 4, 2003",23,1.65,Paraguay,[],Right Winger,,América-MG,,,"Jan 15, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gilberto,231614,€2.50m,"Dec 10, 2025","Mar 7, 1993",32,1.81,Brazil,['Brazil'],Right-Back,,EC Bahia,,,"Jul 9, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fausto Vera,491701,€4.50m,"Dec 10, 2025","Mar 26, 2000",25,1.8,Argentina,[],Defensive Midfield,,River Plate,,,"Jan 14, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Dudu,476362,€900k,"Nov 24, 2025","May 30, 1997",28,1.75,Brazil,[],Right-Back,,Athletico-PR,,,"Jan 15, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jean Mota,215212,€500k,"Nov 24, 2025","Oct 15, 1993",32,1.72,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1           Left-Back",Without Club,Vila Nova FC,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yago Noal,1220010,€500k,"Sep 5, 2025","Feb 5, 2007",18,1.71,Brazil,['Brazil'],Attacking Midfield,,Inter U20,,,-,"Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Victor,1193868,€800k,"Sep 25, 2025","Jan 1, 2007",19,1.87,Brazil,['Brazil'],Centre-Back,,Flamengo U20,,,"Jan 1, 2024","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rômulo,687359,€5.00m,"Dec 29, 2025","Mar 1, 2000",25,1.81,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Tigres UANL,,,"Jan 26, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pepê,606716,€1.50m,"Dec 10, 2025","Jan 6, 1998",28,1.83,Brazil,[],Central Midfield,,EC Vitória,,,"Feb 28, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marquinhos,668268,€4.00m,"Dec 10, 2025","Apr 7, 2003",22,1.75,Brazil,[],Right Winger,,Cruzeiro,,,"Jul 1, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Renato,1094963,,,"Aug 3, 2004",21,,Brazil,['Brazil'],Centre-Back,,Foz do Iguaçu,,,"Jan 9, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kevyn Monteiro,1116537,,,"Sep 13, 2005",20,,Brazil,['Brazil'],Centre-Back,,Bragantino U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedrão,1019701,€150k,"Dec 23, 2025","Jan 6, 2004",22,1.86,Brazil,[],Centre-Back,,Pafos,,,"Jul 18, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateo Ponte,856047,€2.00m,"Dec 10, 2025","May 24, 2003",22,1.83,Uruguay,[],Right-Back,,Botafogo,,,"Aug 2, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Schaffer,1260621,,,"Apr 14, 2007",18,1.88,Brazil,['Brazil'],Centre-Back,,Juventude U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gustavo Ramalho,884069,€100k,"Jun 6, 2025","Sep 16, 2002",23,2.03,Brazil,['Brazil'],Goalkeeper,,Torreense S23,,,"Jul 30, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Michael,520392,€3.00m,"Dec 10, 2025","Mar 12, 1996",29,1.66,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Flamengo,,,"Aug 22, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
David,373189,€1.50m,"Dec 10, 2025","Oct 17, 1995",30,1.79,Brazil,[],Left Winger,,Vasco da Gama,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rômulo,867461,€1.80m,"Nov 24, 2025","Oct 7, 2001",24,1.77,Brazil,['Brazil'],Attacking Midfield,"              0
0   Left Winger
1  Right Winger",Novorizontino,,,"Aug 1, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yago,1226628,,,"Apr 6, 2007",18,,Brazil,['Brazil'],Centre-Back,"           0
0  Left-Back",Corinthians U17,,,-,"May 2, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Endrick,971570,€25.00m,"Dec 12, 2025","Jul 21, 2006",19,1.73,Brazil,[],Centre-Forward,,Lyon,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Fuentes,480686,€1.70m,"Dec 10, 2025","Feb 9, 1997",28,1.8,Colombia,[],Left-Back,,Fluminense,,,"Sep 2, 2024","Aug 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mandaca,892091,€2.00m,"Dec 10, 2025","Oct 2, 2001",24,1.78,Brazil,['Brazil'],Central Midfield,"                    0
0  Defensive Midfield
1       Left Midfield",Juventude,,,"Jan 4, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fernando,731057,€400k,"Nov 24, 2025","Sep 14, 1999",26,1.81,Brazil,['Brazil'],Left-Back,,Ceará SC,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Juan,662332,€4.00m,"Dec 17, 2025","Mar 7, 2002",23,1.77,Brazil,[],Centre-Forward,,Göztepe,,,"Aug 25, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Devid,1093551,,,"Jul 30, 2005",20,,Brazil,['Brazil'],Left-Back,"            0
0  Right-Back",Avaí U20,,,"Sep 2, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Diego Costa,44779,€400k,"Oct 21, 2025","Oct 7, 1988",37,1.86,Spain,[],Centre-Forward,,Without Club,Grêmio,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Allano,376441,€400k,"Dec 19, 2025","Apr 24, 1995",30,1.82,Brazil,[],Right Winger,,Persija,,,"Jul 26, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Amorim,1082774,€2.50m,"Dec 18, 2025","May 18, 2005",20,1.77,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Alverca,,,"Jul 11, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Patryck,662326,€1.50m,"Dec 10, 2025","Jan 18, 2003",23,1.84,Brazil,[],Left-Back,,Juventude,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
David da Hora,752724,€500k,"Nov 24, 2025","Jan 9, 2000",26,1.79,Brazil,[],Left Winger,,Coritiba FC,,,"Feb 21, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Guilherme,1084816,€400k,"Dec 10, 2025","Mar 16, 2005",20,1.81,Brazil,['Brazil'],Left-Back,,EC Bahia,,,"Jan 1, 2026","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Liziero,401526,€1.20m,"Dec 18, 2025","Feb 7, 1998",27,1.77,Brazil,[],Central Midfield,,Nacional,,,"Jul 25, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Guilherme Castilho,726005,€2.50m,"Dec 29, 2025","Sep 19, 1999",26,1.77,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",FC Juárez,,,"Feb 11, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Madson,177845,€200k,"Nov 24, 2025","Jan 13, 1992",34,1.82,Brazil,['Brazil'],Right-Back,,Athletico-PR,,,"Jan 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rodrigo Andrade,435239,€600k,"Nov 24, 2025","Feb 3, 1997",28,1.74,Brazil,[],Defensive Midfield,,Without Club,Goiás,"Oct 28, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maycon Cleiton,723168,€150k,"Dec 22, 2025","Nov 8, 1998",27,1.91,Brazil,['Brazil'],Goalkeeper,,Portimonense,,,"Jan 16, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Anthoni,869437,€4.00m,"Dec 10, 2025","Jan 23, 2002",23,1.93,Brazil,[],Goalkeeper,,Internacional,,,"Jan 1, 2023","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luciano Giménez,985755,€700k,"Dec 17, 2025","Feb 18, 2000",25,1.87,Argentina,['Argentina'],Centre-Forward,"                    0
0  Attacking Midfield",Huracán,,,"Jul 15, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Geromel,32568,,,"Sep 21, 1985",40,1.9,Brazil,[],Centre-Back,,Retired,Grêmio,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheuzinho,594226,€6.00m,"Dec 10, 2025","Sep 8, 2000",25,1.71,Brazil,['Brazil'],Right-Back,"                0
0  Right Midfield",Corinthians,,,"Feb 16, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Hugo,940479,€400k,"Nov 24, 2025","Oct 17, 1999",26,1.77,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Azuriz,,,"Feb 1, 2022",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mandaca,892091,€2.00m,"Dec 10, 2025","Oct 2, 2001",24,1.78,Brazil,[],Central Midfield,,Juventude,,,"Jan 4, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Da Rocha,1096266,,,"Dec 13, 2004",21,1.85,Brazil,"['Brazil', 'Italy']",Left-Back,,Barra,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
André Henrique,1024605,€3.00m,"Dec 10, 2025","Dec 17, 2001",24,1.89,Brazil,['Brazil'],Centre-Forward,"                0
0  Second Striker
1    Right Winger",Grêmio,,,"Jan 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gary Medel,60889,€50k,"Dec 10, 2025","Aug 3, 1987",38,1.71,Chile,"['Spain', 'Chile']",Centre-Back,"                    0
0  Defensive Midfield",U. Católica,,,"Jan 9, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nathan,294798,€600k,"Nov 24, 2025","Mar 13, 1996",29,1.77,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield
1    Second Striker",Remo,,,"Sep 2, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Rafael,225432,€2.50m,"Dec 10, 2025","Jun 16, 1993",32,1.75,Brazil,"['Brazil', 'Italy']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Santos,,,"Feb 26, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Isaac,1084667,€1.20m,"Nov 24, 2025","Apr 24, 2004",21,1.7,Brazil,['Brazil'],Left Winger,"                    0
0  Attacking Midfield
1        Right Winger",Athletico-PR,,,"Jan 13, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rhaldney,638269,€1.00m,"Dec 17, 2025","Nov 20, 1998",27,1.84,Brazil,[],Central Midfield,,Göztepe,,,"Jul 10, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Antônio Carlos,207446,€600k,"Dec 11, 2025","Mar 7, 1993",32,1.91,Brazil,[],Centre-Back,,Houston,,,"Jul 30, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Pereira,225984,€14.00m,"Dec 10, 2025","May 5, 1996",29,1.75,Brazil,"['Brazil', 'Portugal']",Attacking Midfield,"                0
0    Right Winger
1  Second Striker",Cruzeiro,,,"Jul 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
